County,Cases,Hospitalizations,Deaths,Date,State,Abbr,FIPS,Recovered,Tests
Arlington,2280,394,121,2020-06-09,Virginia,VA,51013,NA,NA
Clarke,35,3,0,2020-06-09,Virginia,VA,51043,NA,NA
Culpeper,773,56,9,2020-06-09,Virginia,VA,51047,NA,NA
Fairfax,12746,1451,422,2020-06-09,Virginia,VA,51059,NA,NA
Fauquier,370,25,6,2020-06-09,Virginia,VA,51061,NA,NA
Loudoun,3180,196,67,2020-06-09,Virginia,VA,51107,NA,NA
Prince William,6376,564,118,2020-06-09,Virginia,VA,51153,NA,NA
Rappahannock,16,1,0,2020-06-09,Virginia,VA,51157,NA,NA
Spotsylvania,723,51,10,2020-06-09,Virginia,VA,51177,NA,NA
Stafford,831,84,5,2020-06-09,Virginia,VA,51179,NA,NA
Warren,225,14,4,2020-06-09,Virginia,VA,51187,NA,NA
Alexandria City,2125,216,47,2020-06-09,Virginia,VA,51510,NA,NA
Fairfax City,69,7,6,2020-06-09,Virginia,VA,51600,NA,NA
Falls Church,56,11,8,2020-06-09,Virginia,VA,51610,NA,NA
Fredericksburg,194,23,0,2020-06-09,Virginia,VA,51630,NA,NA
Manassas,1262,79,12,2020-06-09,Virginia,VA,51683,NA,NA
Manassas Park,360,40,6,2020-06-09,Virginia,VA,51685,NA,NA
Calvert,363,NA,21,2020-06-09,Maryland,MD,24009,NA,NA
Charles,1231,NA,83,2020-06-09,Maryland,MD,24017,NA,NA
Frederick,2178,NA,112,2020-06-09,Maryland,MD,24021,NA,NA
Montgomery,13124,NA,672,2020-06-09,Maryland,MD,24031,NA,NA
Prince Georges,16753,NA,613,2020-06-09,Maryland,MD,24033,NA,NA
Jefferson,209,NA,4,2020-06-09,West Virginia,WV,54037,144,4070
District of Columbia,9537,NA,499,2020-06-09,District of Columbia,DC,11001,NA,NA
Arlington,2265,395,122,2020-06-08,Virginia,VA,51013,NA,NA
Clarke,35,3,0,2020-06-08,Virginia,VA,51043,NA,NA
Culpeper,772,56,8,2020-06-08,Virginia,VA,51047,NA,NA
Fairfax,12695,1437,416,2020-06-08,Virginia,VA,51059,NA,NA
Fauquier,365,25,6,2020-06-08,Virginia,VA,51061,NA,NA
Loudoun,3174,185,67,2020-06-08,Virginia,VA,51107,NA,NA
Prince William,6336,554,119,2020-06-08,Virginia,VA,51153,NA,NA
Rappahannock,16,1,0,2020-06-08,Virginia,VA,51157,NA,NA
Spotsylvania,712,50,9,2020-06-08,Virginia,VA,51177,NA,NA
Stafford,824,84,5,2020-06-08,Virginia,VA,51179,NA,NA
Warren,222,14,4,2020-06-08,Virginia,VA,51187,NA,NA
Alexandria City,2115,212,47,2020-06-08,Virginia,VA,51510,NA,NA
Fairfax City,69,7,5,2020-06-08,Virginia,VA,51600,NA,NA
Falls Church,56,11,8,2020-06-08,Virginia,VA,51610,NA,NA
Fredericksburg,193,23,0,2020-06-08,Virginia,VA,51630,NA,NA
Manassas,1254,78,11,2020-06-08,Virginia,VA,51683,NA,NA
Manassas Park,359,37,6,2020-06-08,Virginia,VA,51685,NA,NA
Calvert,363,NA,21,2020-06-08,Maryland,MD,24009,NA,NA
Charles,1216,NA,82,2020-06-08,Maryland,MD,24017,NA,NA
Frederick,2152,NA,111,2020-06-08,Maryland,MD,24021,NA,NA
Montgomery,12968,NA,667,2020-06-08,Maryland,MD,24031,NA,NA
Prince Georges,16636,NA,607,2020-06-08,Maryland,MD,24033,NA,NA
Jefferson,209,NA,4,2020-06-08,West Virginia,WV,54037,144,4044
District of Columbia,9474,NA,495,2020-06-08,District of Columbia,DC,11001,NA,NA
Arlington,2256,392,122,2020-06-07,Virginia,VA,51013,NA,NA
Clarke,35,3,0,2020-06-07,Virginia,VA,51043,NA,NA
Culpeper,767,56,8,2020-06-07,Virginia,VA,51047,NA,NA
Fairfax,12603,1431,414,2020-06-07,Virginia,VA,51059,NA,NA
Fauquier,363,25,6,2020-06-07,Virginia,VA,51061,NA,NA
Loudoun,3147,181,67,2020-06-07,Virginia,VA,51107,NA,NA
Prince William,6278,544,118,2020-06-07,Virginia,VA,51153,NA,NA
Rappahannock,15,1,0,2020-06-07,Virginia,VA,51157,NA,NA
Spotsylvania,707,47,7,2020-06-07,Virginia,VA,51177,NA,NA
Stafford,815,84,5,2020-06-07,Virginia,VA,51179,NA,NA
Warren,220,14,4,2020-06-07,Virginia,VA,51187,NA,NA
Alexandria City,2102,208,45,2020-06-07,Virginia,VA,51510,NA,NA
Fairfax City,69,7,5,2020-06-07,Virginia,VA,51600,NA,NA
Falls Church,56,11,8,2020-06-07,Virginia,VA,51610,NA,NA
Fredericksburg,196,22,0,2020-06-07,Virginia,VA,51630,NA,NA
Manassas,1248,77,11,2020-06-07,Virginia,VA,51683,NA,NA
Manassas Park,359,37,6,2020-06-07,Virginia,VA,51685,NA,NA
Calvert,362,NA,21,2020-06-07,Maryland,MD,24009,NA,NA
Charles,1211,NA,80,2020-06-07,Maryland,MD,24017,NA,NA
Frederick,2135,NA,111,2020-06-07,Maryland,MD,24021,NA,NA
Montgomery,12818,NA,659,2020-06-07,Maryland,MD,24031,NA,NA
Prince Georges,16523,NA,602,2020-06-07,Maryland,MD,24033,NA,NA
Jefferson,209,NA,4,2020-06-07,West Virginia,WV,54037,144,4029
District of Columbia,9389,NA,491,2020-06-07,District of Columbia,DC,11001,NA,NA
Arlington,2225,392,121,2020-06-06,Virginia,VA,51013,NA,NA
Clarke,33,3,0,2020-06-06,Virginia,VA,51043,NA,NA
Culpeper,764,55,8,2020-06-06,Virginia,VA,51047,NA,NA
Fairfax,12455,1423,414,2020-06-06,Virginia,VA,51059,NA,NA
Fauquier,355,25,6,2020-06-06,Virginia,VA,51061,NA,NA
Loudoun,3094,179,67,2020-06-06,Virginia,VA,51107,NA,NA
Prince William,6207,532,118,2020-06-06,Virginia,VA,51153,NA,NA
Rappahannock,17,1,0,2020-06-06,Virginia,VA,51157,NA,NA
Spotsylvania,695,47,7,2020-06-06,Virginia,VA,51177,NA,NA
Stafford,803,83,5,2020-06-06,Virginia,VA,51179,NA,NA
Warren,222,15,4,2020-06-06,Virginia,VA,51187,NA,NA
Alexandria City,2095,208,45,2020-06-06,Virginia,VA,51510,NA,NA
Fairfax City,69,7,5,2020-06-06,Virginia,VA,51600,NA,NA
Falls Church,56,11,8,2020-06-06,Virginia,VA,51610,NA,NA
Fredericksburg,208,22,0,2020-06-06,Virginia,VA,51630,NA,NA
Manassas,1228,78,11,2020-06-06,Virginia,VA,51683,NA,NA
Manassas Park,355,37,6,2020-06-06,Virginia,VA,51685,NA,NA
Calvert,358,NA,21,2020-06-06,Maryland,MD,24009,NA,NA
Charles,1202,NA,80,2020-06-06,Maryland,MD,24017,NA,NA
Frederick,2114,NA,111,2020-06-06,Maryland,MD,24021,NA,NA
Montgomery,12734,NA,656,2020-06-06,Maryland,MD,24031,NA,NA
Prince Georges,16434,NA,598,2020-06-06,Maryland,MD,24033,NA,NA
Jefferson,209,NA,4,2020-06-06,West Virginia,WV,54037,140,3989
District of Columbia,9332,NA,489,2020-06-06,District of Columbia,DC,11001,NA,NA
Arlington,2195,389,120,2020-06-05,Virginia,VA,51013,NA,NA
Clarke,31,3,0,2020-06-05,Virginia,VA,51043,NA,NA
Culpeper,745,55,8,2020-06-05,Virginia,VA,51047,NA,NA
Fairfax,12056,1409,413,2020-06-05,Virginia,VA,51059,NA,NA
Fauquier,345,24,6,2020-06-05,Virginia,VA,51061,NA,NA
Loudoun,2939,177,67,2020-06-05,Virginia,VA,51107,NA,NA
Prince William,6121,524,110,2020-06-05,Virginia,VA,51153,NA,NA
Rappahannock,18,1,0,2020-06-05,Virginia,VA,51157,NA,NA
Spotsylvania,634,45,7,2020-06-05,Virginia,VA,51177,NA,NA
Stafford,765,77,5,2020-06-05,Virginia,VA,51179,NA,NA
Warren,222,15,4,2020-06-05,Virginia,VA,51187,NA,NA
Alexandria City,2070,209,45,2020-06-05,Virginia,VA,51510,NA,NA
Fairfax City,68,7,5,2020-06-05,Virginia,VA,51600,NA,NA
Falls Church,56,11,8,2020-06-05,Virginia,VA,51610,NA,NA
Fredericksburg,192,24,0,2020-06-05,Virginia,VA,51630,NA,NA
Manassas,1214,77,12,2020-06-05,Virginia,VA,51683,NA,NA
Manassas Park,351,35,6,2020-06-05,Virginia,VA,51685,NA,NA
Calvert,354,NA,21,2020-06-05,Maryland,MD,24009,NA,NA
Charles,1196,NA,81,2020-06-05,Maryland,MD,24017,NA,NA
Frederick,2100,NA,111,2020-06-05,Maryland,MD,24021,NA,NA
Montgomery,12624,NA,652,2020-06-05,Maryland,MD,24031,NA,NA
Prince Georges,16316,NA,595,2020-06-05,Maryland,MD,24033,NA,NA
Jefferson,209,NA,4,2020-06-05,West Virginia,WV,54037,140,3969
District of Columbia,9269,NA,483,2020-06-05,District of Columbia,DC,11001,NA,NA
Arlington,2173,385,121,2020-06-04,Virginia,VA,51013,NA,NA
Clarke,31,3,0,2020-06-04,Virginia,VA,51043,NA,NA
Culpeper,740,54,8,2020-06-04,Virginia,VA,51047,NA,NA
Fairfax,11904,1401,410,2020-06-04,Virginia,VA,51059,NA,NA
Fauquier,339,24,6,2020-06-04,Virginia,VA,51061,NA,NA
Loudoun,2837,175,67,2020-06-04,Virginia,VA,51107,NA,NA
Prince William,6030,519,110,2020-06-04,Virginia,VA,51153,NA,NA
Rappahannock,15,1,0,2020-06-04,Virginia,VA,51157,NA,NA
Spotsylvania,615,45,7,2020-06-04,Virginia,VA,51177,NA,NA
Stafford,750,76,5,2020-06-04,Virginia,VA,51179,NA,NA
Warren,220,15,4,2020-06-04,Virginia,VA,51187,NA,NA
Alexandria City,2045,203,45,2020-06-04,Virginia,VA,51510,NA,NA
Fairfax City,67,7,5,2020-06-04,Virginia,VA,51600,NA,NA
Falls Church,56,11,8,2020-06-04,Virginia,VA,51610,NA,NA
Fredericksburg,186,24,0,2020-06-04,Virginia,VA,51630,NA,NA
Manassas,1190,77,12,2020-06-04,Virginia,VA,51683,NA,NA
Manassas Park,343,35,6,2020-06-04,Virginia,VA,51685,NA,NA
Calvert,353,NA,20,2020-06-04,Maryland,MD,24009,NA,NA
Charles,1185,NA,79,2020-06-04,Maryland,MD,24017,NA,NA
Frederick,2069,NA,110,2020-06-04,Maryland,MD,24021,NA,NA
Montgomery,12434,NA,645,2020-06-04,Maryland,MD,24031,NA,NA
Prince Georges,16169,NA,587,2020-06-04,Maryland,MD,24033,NA,NA
Jefferson,208,NA,4,2020-06-04,West Virginia,WV,54037,140,3936
District of Columbia,9199,NA,479,2020-06-04,District of Columbia,DC,11001,NA,NA
Arlington,2150,384,120,2020-06-03,Virginia,VA,51013,NA,NA
Clarke,31,3,0,2020-06-03,Virginia,VA,51043,NA,NA
Culpeper,732,53,8,2020-06-03,Virginia,VA,51047,NA,NA
Fairfax,11815,1386,403,2020-06-03,Virginia,VA,51059,NA,NA
Fauquier,334,24,6,2020-06-03,Virginia,VA,51061,NA,NA
Loudoun,2794,173,67,2020-06-03,Virginia,VA,51107,NA,NA
Prince William,5932,512,110,2020-06-03,Virginia,VA,51153,NA,NA
Rappahannock,15,1,0,2020-06-03,Virginia,VA,51157,NA,NA
Spotsylvania,593,44,7,2020-06-03,Virginia,VA,51177,NA,NA
Stafford,742,76,5,2020-06-03,Virginia,VA,51179,NA,NA
Warren,217,15,3,2020-06-03,Virginia,VA,51187,NA,NA
Alexandria City,2031,202,46,2020-06-03,Virginia,VA,51510,NA,NA
Fairfax City,67,8,6,2020-06-03,Virginia,VA,51600,NA,NA
Falls Church,56,11,8,2020-06-03,Virginia,VA,51610,NA,NA
Fredericksburg,178,24,1,2020-06-03,Virginia,VA,51630,NA,NA
Manassas,1166,77,12,2020-06-03,Virginia,VA,51683,NA,NA
Manassas Park,339,34,6,2020-06-03,Virginia,VA,51685,NA,NA
Calvert,352,NA,20,2020-06-03,Maryland,MD,24009,NA,NA
Charles,1174,NA,79,2020-06-03,Maryland,MD,24017,NA,NA
Frederick,2041,NA,109,2020-06-03,Maryland,MD,24021,NA,NA
Montgomery,12226,NA,636,2020-06-03,Maryland,MD,24031,NA,NA
Prince Georges,15940,NA,580,2020-06-03,Maryland,MD,24033,NA,NA
Jefferson,207,NA,1,2020-06-03,West Virginia,WV,54037,128,3863
District of Columbia,9120,NA,475,2020-06-03,District of Columbia,DC,11001,NA,NA
Arlington,2142,379,120,2020-06-02,Virginia,VA,51013,NA,NA
Clarke,29,3,0,2020-06-02,Virginia,VA,51043,NA,NA
Culpeper,727,51,8,2020-06-02,Virginia,VA,51047,NA,NA
Fairfax,11596,1377,396,2020-06-02,Virginia,VA,51059,NA,NA
Fauquier,329,23,6,2020-06-02,Virginia,VA,51061,NA,NA
Loudoun,2659,171,67,2020-06-02,Virginia,VA,51107,NA,NA
Prince William,5837,501,109,2020-06-02,Virginia,VA,51153,NA,NA
Rappahannock,14,1,0,2020-06-02,Virginia,VA,51157,NA,NA
Spotsylvania,590,42,7,2020-06-02,Virginia,VA,51177,NA,NA
Stafford,738,76,5,2020-06-02,Virginia,VA,51179,NA,NA
Warren,204,15,3,2020-06-02,Virginia,VA,51187,NA,NA
Alexandria City,2016,197,46,2020-06-02,Virginia,VA,51510,NA,NA
Fairfax City,67,8,6,2020-06-02,Virginia,VA,51600,NA,NA
Falls Church,55,11,8,2020-06-02,Virginia,VA,51610,NA,NA
Fredericksburg,172,22,0,2020-06-02,Virginia,VA,51630,NA,NA
Manassas,1154,74,12,2020-06-02,Virginia,VA,51683,NA,NA
Manassas Park,332,33,6,2020-06-02,Virginia,VA,51685,NA,NA
Calvert,348,NA,20,2020-06-02,Maryland,MD,24009,NA,NA
Charles,1152,NA,75,2020-06-02,Maryland,MD,24017,NA,NA
Frederick,2005,NA,109,2020-06-02,Maryland,MD,24021,NA,NA
Montgomery,11924,NA,633,2020-06-02,Maryland,MD,24031,NA,NA
Prince Georges,15738,NA,565,2020-06-02,Maryland,MD,24033,NA,NA
Jefferson,203,NA,1,2020-06-02,West Virginia,WV,54037,126,3801
District of Columbia,9016,NA,473,2020-06-02,District of Columbia,DC,11001,NA,NA
Arlington,2133,377,117,2020-06-01,Virginia,VA,51013,NA,NA
Clarke,28,3,0,2020-06-01,Virginia,VA,51043,NA,NA
Culpeper,720,50,8,2020-06-01,Virginia,VA,51047,NA,NA
Fairfax,11426,1358,391,2020-06-01,Virginia,VA,51059,NA,NA
Fauquier,326,22,6,2020-06-01,Virginia,VA,51061,NA,NA
Loudoun,2636,165,67,2020-06-01,Virginia,VA,51107,NA,NA
Prince William,5724,476,104,2020-06-01,Virginia,VA,51153,NA,NA
Rappahannock,14,1,0,2020-06-01,Virginia,VA,51157,NA,NA
Spotsylvania,586,42,7,2020-06-01,Virginia,VA,51177,NA,NA
Stafford,733,75,5,2020-06-01,Virginia,VA,51179,NA,NA
Warren,166,14,2,2020-06-01,Virginia,VA,51187,NA,NA
Alexandria City,2000,193,44,2020-06-01,Virginia,VA,51510,NA,NA
Fairfax City,67,8,6,2020-06-01,Virginia,VA,51600,NA,NA
Falls Church,55,11,8,2020-06-01,Virginia,VA,51610,NA,NA
Fredericksburg,172,22,0,2020-06-01,Virginia,VA,51630,NA,NA
Manassas,1135,70,11,2020-06-01,Virginia,VA,51683,NA,NA
Manassas Park,327,32,6,2020-06-01,Virginia,VA,51685,NA,NA
Calvert,352,NA,18,2020-06-01,Maryland,MD,24009,NA,NA
Charles,1133,NA,73,2020-06-01,Maryland,MD,24017,NA,NA
Frederick,1961,NA,107,2020-06-01,Maryland,MD,24021,NA,NA
Montgomery,11731,NA,624,2020-06-01,Maryland,MD,24031,NA,NA
Prince Georges,15553,NA,552,2020-06-01,Maryland,MD,24033,NA,NA
Jefferson,197,NA,1,2020-06-01,West Virginia,WV,54037,121,3485
District of Columbia,8886,NA,470,2020-06-01,District of Columbia,DC,11001,NA,NA
Arlington,2123,376,116,2020-05-31,Virginia,VA,51013,NA,NA
Clarke,28,3,0,2020-05-31,Virginia,VA,51043,NA,NA
Culpeper,713,48,6,2020-05-31,Virginia,VA,51047,NA,NA
Fairfax,11219,1329,387,2020-05-31,Virginia,VA,51059,NA,NA
Fauquier,323,21,6,2020-05-31,Virginia,VA,51061,NA,NA
Loudoun,2611,163,66,2020-05-31,Virginia,VA,51107,NA,NA
Prince William,5663,470,104,2020-05-31,Virginia,VA,51153,NA,NA
Rappahannock,13,1,0,2020-05-31,Virginia,VA,51157,NA,NA
Spotsylvania,571,41,7,2020-05-31,Virginia,VA,51177,NA,NA
Stafford,722,75,5,2020-05-31,Virginia,VA,51179,NA,NA
Warren,157,14,2,2020-05-31,Virginia,VA,51187,NA,NA
Alexandria City,1981,192,45,2020-05-31,Virginia,VA,51510,NA,NA
Fairfax City,67,8,6,2020-05-31,Virginia,VA,51600,NA,NA
Falls Church,55,11,8,2020-05-31,Virginia,VA,51610,NA,NA
Fredericksburg,166,22,0,2020-05-31,Virginia,VA,51630,NA,NA
Manassas,1105,68,11,2020-05-31,Virginia,VA,51683,NA,NA
Manassas Park,317,31,6,2020-05-31,Virginia,VA,51685,NA,NA
Calvert,349,NA,18,2020-05-31,Maryland,MD,24009,NA,NA
Charles,1120,NA,73,2020-05-31,Maryland,MD,24017,NA,NA
Frederick,1928,NA,106,2020-05-31,Maryland,MD,24021,NA,NA
Montgomery,11476,NA,616,2020-05-31,Maryland,MD,24031,NA,NA
Prince Georges,15353,NA,545,2020-05-31,Maryland,MD,24033,NA,NA
Jefferson,188,NA,1,2020-05-31,West Virginia,WV,54037,116,3196
District of Columbia,8857,NA,468,2020-05-31,District of Columbia,DC,11001,NA,NA
Arlington,2116,372,115,2020-05-30,Virginia,VA,51013,NA,NA
Clarke,27,3,0,2020-05-30,Virginia,VA,51043,NA,NA
Culpeper,691,48,6,2020-05-30,Virginia,VA,51047,NA,NA
Fairfax,11110,1311,383,2020-05-30,Virginia,VA,51059,NA,NA
Fauquier,315,21,6,2020-05-30,Virginia,VA,51061,NA,NA
Loudoun,2575,163,62,2020-05-30,Virginia,VA,51107,NA,NA
Prince William,5533,463,104,2020-05-30,Virginia,VA,51153,NA,NA
Rappahannock,13,1,0,2020-05-30,Virginia,VA,51157,NA,NA
Spotsylvania,556,40,7,2020-05-30,Virginia,VA,51177,NA,NA
Stafford,713,74,4,2020-05-30,Virginia,VA,51179,NA,NA
Warren,157,14,2,2020-05-30,Virginia,VA,51187,NA,NA
Alexandria City,1974,190,44,2020-05-30,Virginia,VA,51510,NA,NA
Fairfax City,65,8,6,2020-05-30,Virginia,VA,51600,NA,NA
Falls Church,55,11,8,2020-05-30,Virginia,VA,51610,NA,NA
Fredericksburg,164,21,0,2020-05-30,Virginia,VA,51630,NA,NA
Manassas,1092,64,10,2020-05-30,Virginia,VA,51683,NA,NA
Manassas Park,305,29,6,2020-05-30,Virginia,VA,51685,NA,NA
Calvert,341,NA,18,2020-05-30,Maryland,MD,24009,NA,NA
Charles,1108,NA,72,2020-05-30,Maryland,MD,24017,NA,NA
Frederick,1911,NA,105,2020-05-30,Maryland,MD,24021,NA,NA
Montgomery,11361,NA,612,2020-05-30,Maryland,MD,24031,NA,NA
Prince Georges,15220,NA,541,2020-05-30,Maryland,MD,24033,NA,NA
Jefferson,187,NA,1,2020-05-30,West Virginia,WV,54037,111,3115
District of Columbia,8801,NA,466,2020-05-30,District of Columbia,DC,11001,NA,NA
Arlington,2107,371,113,2020-05-29,Virginia,VA,51013,NA,NA
Clarke,25,3,0,2020-05-29,Virginia,VA,51043,NA,NA
Culpeper,674,46,6,2020-05-29,Virginia,VA,51047,NA,NA
Fairfax,10906,1300,383,2020-05-29,Virginia,VA,51059,NA,NA
Fauquier,312,21,6,2020-05-29,Virginia,VA,51061,NA,NA
Loudoun,2529,162,62,2020-05-29,Virginia,VA,51107,NA,NA
Prince William,5412,460,104,2020-05-29,Virginia,VA,51153,NA,NA
Rappahannock,13,1,0,2020-05-29,Virginia,VA,51157,NA,NA
Spotsylvania,524,40,7,2020-05-29,Virginia,VA,51177,NA,NA
Stafford,702,72,4,2020-05-29,Virginia,VA,51179,NA,NA
Warren,155,14,2,2020-05-29,Virginia,VA,51187,NA,NA
Alexandria City,1960,187,44,2020-05-29,Virginia,VA,51510,NA,NA
Fairfax City,65,8,6,2020-05-29,Virginia,VA,51600,NA,NA
Falls Church,55,11,8,2020-05-29,Virginia,VA,51610,NA,NA
Fredericksburg,158,19,0,2020-05-29,Virginia,VA,51630,NA,NA
Manassas,1046,64,10,2020-05-29,Virginia,VA,51683,NA,NA
Manassas Park,299,29,6,2020-05-29,Virginia,VA,51685,NA,NA
Calvert,334,NA,18,2020-05-29,Maryland,MD,24009,NA,NA
Charles,1085,NA,72,2020-05-29,Maryland,MD,24017,NA,NA
Frederick,1890,NA,105,2020-05-29,Maryland,MD,24021,NA,NA
Montgomery,11251,NA,605,2020-05-29,Maryland,MD,24031,NA,NA
Prince Georges,15022,NA,539,2020-05-29,Maryland,MD,24033,NA,NA
Jefferson,182,NA,1,2020-05-29,West Virginia,WV,54037,111,3062
District of Columbia,8717,NA,462,2020-05-29,District of Columbia,DC,11001,NA,NA
Arlington,2089,372,111,2020-05-28,Virginia,VA,51013,NA,NA
Clarke,25,3,0,2020-05-28,Virginia,VA,51043,NA,NA
Culpeper,666,46,6,2020-05-28,Virginia,VA,51047,NA,NA
Fairfax,10738,1281,378,2020-05-28,Virginia,VA,51059,NA,NA
Fauquier,308,20,6,2020-05-28,Virginia,VA,51061,NA,NA
Loudoun,2429,159,62,2020-05-28,Virginia,VA,51107,NA,NA
Prince William,5270,447,101,2020-05-28,Virginia,VA,51153,NA,NA
Rappahannock,13,1,0,2020-05-28,Virginia,VA,51157,NA,NA
Spotsylvania,500,39,7,2020-05-28,Virginia,VA,51177,NA,NA
Stafford,681,71,4,2020-05-28,Virginia,VA,51179,NA,NA
Warren,146,14,2,2020-05-28,Virginia,VA,51187,NA,NA
Alexandria City,1941,181,44,2020-05-28,Virginia,VA,51510,NA,NA
Fairfax City,63,8,6,2020-05-28,Virginia,VA,51600,NA,NA
Falls Church,55,11,8,2020-05-28,Virginia,VA,51610,NA,NA
Fredericksburg,147,19,0,2020-05-28,Virginia,VA,51630,NA,NA
Manassas,1004,63,10,2020-05-28,Virginia,VA,51683,NA,NA
Manassas Park,287,29,6,2020-05-28,Virginia,VA,51685,NA,NA
Calvert,329,NA,17,2020-05-28,Maryland,MD,24009,NA,NA
Charles,1056,NA,72,2020-05-28,Maryland,MD,24017,NA,NA
Frederick,1856,NA,105,2020-05-28,Maryland,MD,24021,NA,NA
Montgomery,11035,NA,595,2020-05-28,Maryland,MD,24031,NA,NA
Prince Georges,14773,NA,530,2020-05-28,Maryland,MD,24033,NA,NA
Jefferson,176,NA,1,2020-05-28,West Virginia,WV,54037,93,3030
District of Columbia,8538,NA,460,2020-05-28,District of Columbia,DC,11001,NA,NA
Arlington,2039,373,109,2020-05-27,Virginia,VA,51013,NA,NA
Clarke,24,3,0,2020-05-27,Virginia,VA,51043,NA,NA
Culpeper,656,46,5,2020-05-27,Virginia,VA,51047,NA,NA
Fairfax,10503,1267,371,2020-05-27,Virginia,VA,51059,NA,NA
Fauquier,303,20,6,2020-05-27,Virginia,VA,51061,NA,NA
Loudoun,2318,156,63,2020-05-27,Virginia,VA,51107,NA,NA
Prince William,5157,439,101,2020-05-27,Virginia,VA,51153,NA,NA
Rappahannock,13,1,0,2020-05-27,Virginia,VA,51157,NA,NA
Spotsylvania,487,36,6,2020-05-27,Virginia,VA,51177,NA,NA
Stafford,672,70,4,2020-05-27,Virginia,VA,51179,NA,NA
Warren,141,14,2,2020-05-27,Virginia,VA,51187,NA,NA
Alexandria City,1887,180,44,2020-05-27,Virginia,VA,51510,NA,NA
Fairfax City,63,8,6,2020-05-27,Virginia,VA,51600,NA,NA
Falls Church,53,11,8,2020-05-27,Virginia,VA,51610,NA,NA
Fredericksburg,142,18,0,2020-05-27,Virginia,VA,51630,NA,NA
Manassas,971,63,10,2020-05-27,Virginia,VA,51683,NA,NA
Manassas Park,281,30,6,2020-05-27,Virginia,VA,51685,NA,NA
Calvert,320,NA,17,2020-05-27,Maryland,MD,24009,NA,NA
Charles,1027,NA,72,2020-05-27,Maryland,MD,24017,NA,NA
Frederick,1824,NA,104,2020-05-27,Maryland,MD,24021,NA,NA
Montgomery,10752,NA,581,2020-05-27,Maryland,MD,24031,NA,NA
Prince Georges,14508,NA,530,2020-05-27,Maryland,MD,24033,NA,NA
Jefferson,169,NA,1,2020-05-27,West Virginia,WV,54037,90,2981
District of Columbia,8492,NA,453,2020-05-27,District of Columbia,DC,11001,NA,NA
Arlington,1988,371,109,2020-05-26,Virginia,VA,51013,NA,NA
Clarke,23,3,0,2020-05-26,Virginia,VA,51043,NA,NA
Culpeper,645,46,5,2020-05-26,Virginia,VA,51047,NA,NA
Fairfax,10069,1266,364,2020-05-26,Virginia,VA,51059,NA,NA
Fauquier,302,20,5,2020-05-26,Virginia,VA,51061,NA,NA
Loudoun,2274,155,53,2020-05-26,Virginia,VA,51107,NA,NA
Prince William,5074,435,99,2020-05-26,Virginia,VA,51153,NA,NA
Rappahannock,13,0,0,2020-05-26,Virginia,VA,51157,NA,NA
Spotsylvania,474,35,6,2020-05-26,Virginia,VA,51177,NA,NA
Stafford,657,69,4,2020-05-26,Virginia,VA,51179,NA,NA
Warren,129,12,2,2020-05-26,Virginia,VA,51187,NA,NA
Alexandria City,1824,175,42,2020-05-26,Virginia,VA,51510,NA,NA
Fairfax City,59,8,4,2020-05-26,Virginia,VA,51600,NA,NA
Falls Church,53,11,8,2020-05-26,Virginia,VA,51610,NA,NA
Fredericksburg,135,16,0,2020-05-26,Virginia,VA,51630,NA,NA
Manassas,966,61,10,2020-05-26,Virginia,VA,51683,NA,NA
Manassas Park,280,30,6,2020-05-26,Virginia,VA,51685,NA,NA
Calvert,314,NA,18,2020-05-26,Maryland,MD,24009,NA,NA
Charles,1008,NA,71,2020-05-26,Maryland,MD,24017,NA,NA
Frederick,1786,NA,103,2020-05-26,Maryland,MD,24021,NA,NA
Montgomery,10467,NA,572,2020-05-26,Maryland,MD,24031,NA,NA
Prince Georges,14100,NA,520,2020-05-26,Maryland,MD,24033,NA,NA
Jefferson,170,NA,1,2020-05-26,West Virginia,WV,54037,90,2962
District of Columbia,8406,NA,445,2020-05-26,District of Columbia,DC,11001,NA,NA
Arlington,1935,367,104,2020-05-25,Virginia,VA,51013,NA,NA
Clarke,22,3,0,2020-05-25,Virginia,VA,51043,NA,NA
Culpeper,638,47,6,2020-05-25,Virginia,VA,51047,NA,NA
Fairfax,9839,1245,340,2020-05-25,Virginia,VA,51059,NA,NA
Fauquier,300,20,5,2020-05-25,Virginia,VA,51061,NA,NA
Loudoun,2186,153,52,2020-05-25,Virginia,VA,51107,NA,NA
Prince William,4992,430,96,2020-05-25,Virginia,VA,51153,NA,NA
Rappahannock,13,0,0,2020-05-25,Virginia,VA,51157,NA,NA
Spotsylvania,463,35,6,2020-05-25,Virginia,VA,51177,NA,NA
Stafford,642,69,4,2020-05-25,Virginia,VA,51179,NA,NA
Warren,117,12,2,2020-05-25,Virginia,VA,51187,NA,NA
Alexandria City,1785,175,41,2020-05-25,Virginia,VA,51510,NA,NA
Fairfax City,59,8,4,2020-05-25,Virginia,VA,51600,NA,NA
Falls Church,49,10,6,2020-05-25,Virginia,VA,51610,NA,NA
Fredericksburg,136,16,0,2020-05-25,Virginia,VA,51630,NA,NA
Manassas,956,61,9,2020-05-25,Virginia,VA,51683,NA,NA
Manassas Park,277,30,6,2020-05-25,Virginia,VA,51685,NA,NA
Calvert,308,NA,16,2020-05-25,Maryland,MD,24009,NA,NA
Charles,1001,NA,70,2020-05-25,Maryland,MD,24017,NA,NA
